sku,parent_sku,locale,attribute_family_code,type,categories,images,name,description,short_description,status,visible_individually,new,featured,guest_checkout,length,width,height,weight,tax_category_name,price,cost,special_price,special_price_from,special_price_to,customer_group_prices,url_key,meta_title,meta_keywords,meta_description,manage_stock,inventories,related_skus,cross_sell_skus,up_sell_skus,configurable_variants,bundle_options,associated_skus
BAGUE-MADONNE-001,,fr,default,simple,Bijoux/Bagues,"01_Madonne-Face.jpg,02_Madonne-Detail.jpg,03_Madonne-Angle.jpg,04_Madonne-Profil.jpg",Bague Madonne Dorée,Élégante bague en acier inoxydable doré ornée d'un médaillon madonne création artisanale. Le motif madonne apporte une dimension spirituelle et protectrice à ce bijou unique. Le placage doré confère chaleur et luminosité à cette pièce symbolique. Réglable cette bague s'adapte confortablement à tous les doigts. Bijou chargé de sens parfait comme talisman ou cadeau significatif,Bague madonne dorée réglable,1,1,0,0,1,,,0.2,0.2,,25,,,,,,bague-madonne-doree,Bague Madonne Dorée Greedys Martigues,bague madonne acier doré Greedys Martigues artisanal spirituel,Bague madonne dorée en acier par Greedys à Martigues,1,default=1,BAGUE-MADONNE-002,BAGUE-CRISTAUX-JADE-001,,,,
BAGUE-MADONNE-002,,fr,default,simple,Bijoux/Bagues,"01_Madonne-002-Face.jpg,02_Madonne-002-Detail.jpg,03_Madonne-002-Angle.jpg",Bague Madonne Dorée Premium,Raffinée bague en acier inoxydable doré ornée d'un médaillon madonne création exclusive artisanale. Cette version premium du motif madonne offre un design élaboré et détaillé. Le placage doré de qualité supérieure assure durabilité et éclat. Réglable pour un confort optimal. Bijou symbolique et protecteur idéal pour porter au quotidien ou offrir,Bague madonne dorée premium réglable,1,1,0,0,1,,,0.2,0.2,,29,,,,,,bague-madonne-doree-premium,Bague Madonne Dorée Premium Greedys Martigues,bague madonne acier doré premium Greedys Martigues artisanal,Bague madonne dorée premium en acier par Greedys à Martigues,1,default=1,BAGUE-MADONNE-001,BAGUE-FLEUR-RESINE-001,,,,
BAGUE-FLEUR-RESINE-001,,fr,default,simple,Bijoux/Bagues,"01_Fleur-Resine-Face.jpg,02_Fleur-Resine-Detail.jpg,03_Fleur-Resine-Angle.jpg,04_Fleur-Resine-Profil.jpg",Bague Fleur Résine,Charmante bague en acier inoxydable ornée d'une fleur en résine création unique artisanale. La fleur en résine aux couleurs vives apporte une touche florale et printanière à ce bijou délicat. Chaque pièce est unique grâce aux variations de la résine. Réglable cette bague convient à tous les doigts. Bijou poétique et féminin parfait pour les amoureuses de la nature,Bague fleur résine colorée réglable,1,1,0,0,1,,,0.2,0.2,,22,,,,,,bague-fleur-resine,Bague Fleur Résine Greedys Martigues,bague fleur résine acier inoxydable Greedys Martigues artisanal nature,Bague fleur résine en acier par Greedys à Martigues,1,default=1,BAGUE-FLEUR-001,BAGUE-RESINE-BLEUE-001,,,,
BOUCLES-ACETATE-001,,fr,default,simple,Bijoux/Boucles d'oreilles,"01_Boucles-Acetate-Face.jpg,02_Boucles-Acetate-Detail.jpg",Boucles d'Oreilles Acier Doré Acétate,Élégantes boucles d'oreilles en acier inoxydable doré avec éléments en acétate création artisanale. L'alliance du métal doré et de l'acétate coloré crée un contraste moderne et raffiné. Les motifs en acétate apportent une touche de couleur et d'originalité. Ces boucles légères offrent un confort de port optimal. Bijou tendance pour sublimer votre style au quotidien,Boucles d'oreilles acier doré acétate,1,1,0,0,1,,,0.2,0.2,,32,,,,,,boucles-oreilles-acier-dore-acetate,Boucles d'Oreilles Acier Doré Acétate Greedys Martigues,boucles oreilles acier doré acétate Greedys Martigues artisanal tendance,Boucles d'oreilles acier doré et acétate par Greedys à Martigues,1,default=1,BOUCLES-ACETATE-002,BAGUE-FLEUR-RESINE-001,,,,
BOUCLES-ACETATE-002,,fr,default,simple,Bijoux/Boucles d'oreilles,"01_Boucles-Acetate-002-Face.jpg,02_Boucles-Acetate-002-Detail.jpg",Boucles d'Oreilles Acier Doré Acétate Premium,Raffinées boucles d'oreilles en acier inoxydable doré avec acétate création premium artisanale. Le design élégant allie sophistication du métal doré et modernité de l'acétate. Les couleurs vives de l'acétate apportent un éclat unique. Ces boucles légères garantissent un port agréable toute la journée. Bijou raffiné pour un look distingué,Boucles d'oreilles acier doré acétate premium,1,1,0,0,1,,,0.2,0.2,,39,,,,,,boucles-oreilles-acier-dore-acetate-premium,Boucles d'Oreilles Acier Doré Acétate Premium Greedys Martigues,boucles oreilles acier doré acétate premium Greedys Martigues artisanal,Boucles d'oreilles premium acier doré et acétate par Greedys à Martigues,1,default=1,BOUCLES-ACETATE-001,BOUCLES-ACETATE-003,,,,
BOUCLES-ACETATE-003,,fr,default,simple,Bijoux/Boucles d'oreilles,"01_Boucles-Acetate-003-Face.jpg,02_Boucles-Acetate-003-Detail.jpg",Boucles d'Oreilles Acier Acétate,Élégantes boucles d'oreilles en acier inoxydable et acétate création artisanale. Le mariage de l'acier et de l'acétate offre un contraste moderne et tendance. Les motifs colorés en acétate apportent une note de gaieté. Légères et confortables elles se portent facilement au quotidien. Bijou chic pour un style affirmé,Boucles d'oreilles acier acétate,1,1,0,0,1,,,0.2,0.2,,39,,,,,,boucles-oreilles-acier-acetate,Boucles d'Oreilles Acier Acétate Greedys Martigues,boucles oreilles acier acétate Greedys Martigues artisanal moderne,Boucles d'oreilles acier et acétate par Greedys à Martigues,1,default=1,BOUCLES-ACETATE-002,BOUCLES-ACETATE-004,,,,
BOUCLES-ACETATE-004,,fr,default,simple,Bijoux/Boucles d'oreilles,"01_Boucles-Acetate-004-Face.jpg,02_Boucles-Acetate-004-Detail.jpg",Boucles d'Oreilles Acier Acétate Design,Magnifiques boucles d'oreilles en acier inoxydable et acétate au design unique création artisanale. Les formes originales en acétate créent un effet visuel saisissant. La palette de couleurs apporte modernité et fraîcheur. Ces boucles légères assurent un confort optimal. Bijou statement pour les personnalités audacieuses,Boucles d'oreilles acier acétate design,1,1,0,0,1,,,0.2,0.2,,39,,,,,,boucles-oreilles-acier-acetate-design,Boucles d'Oreilles Acier Acétate Design Greedys Martigues,boucles oreilles acier acétate design Greedys Martigues artisanal unique,Boucles d'oreilles design acier et acétate par Greedys à Martigues,1,default=1,BOUCLES-ACETATE-003,BOUCLES-ACETATE-005,,,,
BOUCLES-ACETATE-005,,fr,default,simple,Bijoux/Boucles d'oreilles,"01_Boucles-Acetate-005-Face.jpg,02_Boucles-Acetate-005-Detail.jpg",Boucles d'Oreilles Acier Acétate Élégance,Raffinées boucles d'oreilles en acier inoxydable avec acétate création élégante artisanale. Le design épuré met en valeur la beauté de l'acétate aux couleurs subtiles. L'acier apporte structure et durabilité à ce bijou délicat. Port agréable grâce à leur légèreté. Bijou sophistiqué pour toutes les occasions,Boucles d'oreilles acier acétate élégance,1,1,0,0,1,,,0.2,0.2,,39,,,,,,boucles-oreilles-acier-acetate-elegance,Boucles d'Oreilles Acier Acétate Élégance Greedys Martigues,boucles oreilles acier acétate élégance Greedys Martigues artisanal,Boucles d'oreilles élégantes acier et acétate par Greedys à Martigues,1,default=1,BOUCLES-ACETATE-004,BOUCLES-LEOPARD-001,,,,
BOUCLES-LEOPARD-001,,fr,default,simple,Bijoux/Boucles d'oreilles,"01_Boucles-Leopard-Face.jpg,02_Boucles-Leopard-Detail.jpg,03_Boucles-Leopard-Angle.jpg",Boucles d'Oreilles Acier Acétate Léopard,Audacieuses boucles d'oreilles en acier inoxydable avec acétate motif léopard création tendance artisanale. Le motif léopard apporte une touche sauvage et mode à ces boucles originales. Les nuances brunes et noires de l'acétate créent un effet captivant. Légères et confortables pour un port prolongé. Bijou statement pour les femmes qui osent,Boucles d'oreilles acier acétate léopard,1,1,0,0,1,,,0.2,0.2,,39,,,,,,boucles-oreilles-acier-acetate-leopard,Boucles d'Oreilles Acier Acétate Léopard Greedys Martigues,boucles oreilles acier acétate léopard Greedys Martigues artisanal tendance,Boucles d'oreilles léopard acier et acétate par Greedys à Martigues,1,default=1,BOUCLES-ACETATE-005|BOUCLES-CRISTAUX-001,BAGUE-RESINE-LEOPARD-001,,,,
BOUCLES-CRISTAUX-001,,fr,default,simple,Bijoux/Boucles d'oreilles,"01_Boucles-Cristaux-Face.jpg,02_Boucles-Cristaux-Detail.jpg,03_Boucles-Cristaux-Angle.jpg,04_Boucles-Cristaux-Profil.jpg,05_Boucles-Cristaux-Ensemble.jpg,06_Boucles-Cristaux-Zoom.jpg",Boucles d'Oreilles Acier Cristaux,Magnifiques boucles d'oreilles en acier inoxydable ornées de cristaux scintillants création exclusive artisanale. Les cristaux disposés harmonieusement capturent et reflètent la lumière avec éclat. Cette pièce raffinée allie élégance classique et modernité. Légères malgré leur présence ces boucles garantissent un confort de port optimal. Bijou précieux pour les grandes occasions,Boucles d'oreilles cristaux acier inoxydable,1,1,0,0,1,,,0.2,0.2,,32,,,,,,boucles-oreilles-acier-cristaux,Boucles d'Oreilles Acier Cristaux Greedys Martigues,boucles oreilles cristaux acier inoxydable Greedys Martigues artisanal brillant,Boucles d'oreilles cristaux en acier par Greedys à Martigues,1,default=1,BOUCLES-LEOPARD-001,BAGUE-CRISTAUX-002,,,,
BRACELET-PAMPILLES-001,,fr,default,simple,Bijoux/Bracelets,01_Bracelet-Pampilles-Face.jpg,Bracelet Acier Doré Pampilles Fleur,Élégant bracelet en acier inoxydable doré orné de pampilles fleur création artisanale. Les délicates pampilles fleur apportent un mouvement gracieux et féminin à ce bracelet raffiné. Le placage doré confère chaleur et luminosité. Fermoir sécurisé pour un port confortable. Bijou poétique parfait pour sublimer vos poignets,Bracelet acier doré pampilles fleur,1,1,0,0,1,,,0.2,0.2,,29,,,,,,bracelet-acier-dore-pampilles-fleur,Bracelet Acier Doré Pampilles Fleur Greedys Martigues,bracelet acier doré pampilles fleur Greedys Martigues artisanal délicat,Bracelet acier doré pampilles fleur par Greedys à Martigues,1,default=1,BRACELET-PAMPILLES-002,BAGUE-FLEUR-001,,,,
BRACELET-PAMPILLES-002,,fr,default,simple,Bijoux/Bracelets,01_Bracelet-Pampilles-002-Face.jpg,Bracelet Acier Doré Pampilles Premium,Raffiné bracelet en acier inoxydable doré avec pampilles fleur création premium artisanale. Les pampilles finement travaillées créent un effet délicat et élégant. L'acier doré de qualité supérieure garantit durabilité et éclat. Chaîne ajustable pour s'adapter à tous les poignets. Bijou précieux pour un style raffiné,Bracelet acier doré pampilles premium,1,1,0,0,1,,,0.2,0.2,,29,,,,,,bracelet-acier-dore-pampilles-premium,Bracelet Acier Doré Pampilles Premium Greedys Martigues,bracelet acier doré pampilles premium Greedys Martigues artisanal,Bracelet acier doré pampilles premium par Greedys à Martigues,1,default=1,BRACELET-PAMPILLES-001,BAGUE-FLEUR-RESINE-001,,,,
BRACELET-SIMPLE-001,,fr,default,simple,Bijoux/Bracelets,"01_Bracelet-003-Face.jpg,02_Bracelet-003-Detail.jpg",Bracelet Acier Inoxydable Perles,Bracelet chaîne en acier inoxydable avec perles création artisanale. Les perles délicates ajoutent une touche de raffinement à la chaîne en acier. Design épuré et intemporel pour un port quotidien. Fermoir sécurisé et confortable. Bijou polyvalent qui s'accorde avec toutes les tenues,Bracelet acier inoxydable perles,1,1,0,0,1,,,0.2,0.2,,25,,,,,,bracelet-acier-inoxydable-perles,Bracelet Acier Inoxydable Perles Greedys Martigues,bracelet acier inoxydable perles Greedys Martigues artisanal minimaliste,Bracelet acier inoxydable perles par Greedys à Martigues,1,default=1,BRACELET-SIMPLE-002,BRACELET-AGATE-001,,,,
